id_client,nom,prenom,email,date_naissance,sexe,ville,telephone,date_inscription,canal_acquisition
C0333,Tahiri,Meryem,meryem.tahiri93@hotmail.com,1974-11-29,m,MARRAKECH,0503955124,2023-03-03,instagram
C0939,Mrabet,Sara,sara.mrabet76@yahoo.fr,2008-02-24,female,oujda,0729291320,2022-04-10,google
C0701,Chraibi,Soukaina,soukaina.chraibi81@outlook.com,1980-08-19,m,Tnja,0586604164,2020-12-15,direct
C0465,Alaoui,Aicha,aicha.alaoui73@outlook.com,1977-07-11,male,meknes,0767922877,2021-09-26,direct
C0356,Cherkaoui,Hassan,hassan.cherkaoui88@gmail.com,1964-11-23,male,TNG,0556945441,2022-12-21,bouche_a_oreille
C0363,Squalli,Nadia,nadia.squalli12@hotmail.com,2004-06-04,male,MARRAKECH,0717432806,2023-08-18,direct
C0313,Benhima,Sanaa,sanaa.benhima84@outlook.com,2002-04-15,Femme,casa,0781579812,2021-08-22,google
C0319,Filali,Zineb,zineb.filali25@yahoo.fr,1978-02-19,female,tanger,0704633312,2020-12-01,email_marketing
C1014,Filali,Omar,omar.filali64@hotmail.com,1977-06-08,Femme,oujda,0791609365,2023-12-10,tiktok
C0381,Berrada,Nadia,nadia.berrada91@yahoo.fr,1963-03-31,h,Tnja,0738179335,2023-02-22,bouche_a_oreille
C0183,Filali,Othmane,othmane.filali56@yahoo.fr,1970-07-16,f,casa,0745655743,2020-05-07,instagram
C0717,Sefrioui,Mohammed,mohammed.sefrioui27@outlook.com,1998-07-24,male,rabat,0543588418,2023-03-10,google
C0111,Sefrioui,Fatima,fatima.sefrioui37@gmail.com,1995-10-23,h,Fes,0578499121,2023-02-07,email_marketing
C0531,Cherkaoui,Mohammed,mohammed.cherkaoui78@gmail.com,1962-02-22,male,MEKNES,0543579786,2020-02-22,direct
C0378,Bouzidi,Mehdi,mehdi.bouzidi89@outlook.com,2002-07-13,0,CASA,0654310742,2020-01-26,direct
C0714,Mansouri,Aicha,aicha.mansouri73@outlook.com,1971-05-11,female,TANGER,0612125902,2020-06-25,instagram
C0873,Benali,Amine,amine.benali24@outlook.com,1980-03-25,h,Casablanca,0596804918,2022-10-25,email_marketing
C0940,Alaoui,Tariq,tariq.alaoui28@hotmail.com,1964-10-13,f,TNG,0503106153,2020-09-29,email_marketing
C0732,Mansouri,Ahmed,ahmed.mansouri93@gmail.com,2006-02-07,Femme,Fes,0515466024,2023-06-01,direct
C0293,Benjelloun,Loubna,loubna.benjelloun31@outlook.com,1966-01-12,m,RABAT,0624916300,2020-08-19,tiktok
C0437,Chraibi,Hassan,hassan.chraibi42@yahoo.fr,1984-06-30,male,Tanger,0677749050,2020-08-05,direct
C0836,Berrada,Mehdi,mehdi.berrada26@hotmail.com,2008-03-13,h,Tnja,0593113253,2020-12-26,google
C0308,Bouzidi,Aicha,aicha.bouzidi11@outlook.com,1972-10-09,m,Marrakech,0722783769,2021-06-21,google
C0290,Benhima,Hassan,hassan.benhima30@gmail.com,1962-09-22,1,Tnja,0673564757,2020-01-17,direct
C0969,Squalli,Soukaina,soukaina.squalli3@yahoo.fr,1971-08-04,h,oujda,0653888245,2022-10-31,direct
C0216,Tazi,Sanaa,sanaa.tazi54@hotmail.com,1986-01-04,0,rabat,0794717099,2021-09-20,tiktok
C0631,Mrabet,Ilias,ilias.mrabet29@hotmail.com,1982-10-10,male,fes,0623549401,2020-07-26,google
C0281,Sefrioui,Amine,amine.sefrioui42@outlook.com,1996-12-01,h,Kenitra,0571694722,2021-12-28,direct
C0674,Squalli,Fatima,fatima.squalli78@yahoo.fr,1971-04-19,1,kenitra,0788953690,2020-08-05,direct
C0451,Benjelloun,Mohammed,mohammed.benjelloun23@gmail.com,1985-05-17,Homme,kenitra,0656193183,2020-11-20,email_marketing
C0299,Sefrioui,Mohammed,mohammed.sefrioui80@hotmail.com,1965-08-26,male,tanger,0739103717,2022-12-12,direct
C0786,Cherkaoui,Loubna,loubna.cherkaoui59@yahoo.fr,2000-07-21,Homme,TANGER,0554064176,2023-06-03,tiktok
C0138,Bouzidi,Sara,sara.bouzidi22@yahoo.fr,1979-02-03,female,oujda,0572808010,2021-12-22,instagram
C0306,Alaoui,Aicha,aicha.alaoui16@yahoo.fr,1985-09-18,Femme,oujda,0590604805,2022-05-03,tiktok
C0808,Naciri,Laila,laila.naciri58@yahoo.fr,1989-11-14,0,Rabat,0566661707,2020-10-04,instagram
C0295,Mansouri,Loubna,loubna.mansouri94@yahoo.fr,1966-11-07,h,Tanger,0565240778,2022-06-17,bouche_a_oreille
C0600,Filali,Hassan,hassan.filali54yahoo.fr,2027-04-18,f,agadir,0720165423,2022-07-13,bouche_a_oreille
C0582,Cherkaoui,Karim,karim.cherkaoui55@hotmail.com,2004-02-26,female,Tnja,0652265576,2023-03-29,email_marketing
C0030,Berrada,Ghita,ghita.berrada82@,1979-12-19,female,Kenitra,0573471434,2021-05-21,bouche_a_oreille
C0166,Sefrioui,Nadia,nadia.sefrioui82@hotmail.com,1962-03-18,m,MEKNES,0686363745,2022-07-27,bouche_a_oreille
C0249,Sefrioui,Mohammed,mohammed.sefrioui40@yahoo.fr,1973-07-25,male,oujda,0553682223,2020-06-23,tiktok
C0311,Squalli,Nabil,nabil.squalli40@outlook.com,1986-05-08,m,fes,0653833884,2020-08-15,tiktok
C0686,Cherkaoui,Sara,sara.cherkaoui89@hotmail.com,1965-03-27,h,meknes,0661853800,2023-12-18,google
C0844,Benjelloun,Imane,imane.benjelloun9@gmail.com,1984-07-13,1,Fès,0763353574,2022-08-27,tiktok
C0343,Berrada,Saad,saad.berrada27@outlook.com,1984-03-26,female,kenitra,0795832197,2021-11-28,instagram
C0606,Sefrioui,Hajar,hajar.sefrioui28@yahoo.fr,1965-12-06,m,Kenitra,0786137157,2022-05-11,email_marketing
C0527,Tahiri,Hajar,hajar.tahiri23@hotmail.com,1961-09-26,Homme,Casablanca,0523728179,2020-12-15,google
C0066,Lahlou,Othmane,othmane.lahlou17@yahoo.fr,2004-11-04,m,TANGER,0539335290,2021-05-13,bouche_a_oreille
C0632,Squalli,Imane,imane.squalli9@yahoo.fr,1997-11-15,0,Casablanca,0772076502,2023-10-27,bouche_a_oreille
C0892,Lahlou,Meryem,meryem.lahlou92@outlook.com,2002-03-14,0,Fès,0669608437,2022-04-16,email_marketing
C0255,Benali,Hajar,hajar.benali97@yahoo.fr,1968-05-17,0,Fès,0629927503,2020-12-05,email_marketing
C0719,Benjelloun,Othmane,othmane.benjelloun43@hotmail.com,1997-09-22,m,AGADIR,0625427820,2022-08-31,email_marketing
C0771,Chraibi,Houda,houda.chraibi56@hotmail.com,1984-11-21,Femme,casa,0516704502,2020-05-13,google
C0222,Benhima,Karim,karim.benhima7@gmail.com,1969-04-08,h,AGADIR,0601676184,2023-05-01,email_marketing
C0236,Kettani,Khadija,khadija.kettani58@yahoo.fr,1982-11-05,Homme,Tnja,0798485833,2021-08-25,google
C0430,Squalli,Nabil,nabil.squalli19@gmail.com,1982-01-27,0,Rabat,0739735971,2022-04-16,instagram
C0544,Chraibi,Sara,sara.chraibi90@outlook.com,1983-08-25,1,Rabat,0521518260,2023-08-13,email_marketing
C0441,Kettani,Sanaa,sanaa.kettani83@gmail.com,1976-08-04,1,Rabat,0761742243,2023-07-13,tiktok
C0589,Cherkaoui,Nabil,nabil.cherkaoui52@outlook.com,1987-05-29,female,Casablanca,0656341115,2023-08-07,tiktok
C0973,Hajji,Mehdi,mehdi.hajji2@yahoo.fr,1972-08-06,male,CASA,0609156182,2020-01-18,tiktok
C0250,Chraibi,Loubna,loubna.chraibi97outlook.com,1890-01-01,1,AGADIR,0514141397,2020-04-21,bouche_a_oreille
C0579,Naciri,Ahmed,ahmed.naciri19@gmail.com,2001-08-06,Homme,casa,0636625436,2022-04-30,direct
C0410,Alaoui,Meryem,meryem.alaoui39@yahoo.fr,1996-07-14,m,fes,0724671978,2023-09-12,direct
C0072,Chraibi,Sanaa,sanaa.chraibi93@gmail.com,1985-05-23,male,Rabat,0545198327,2022-05-16,google
C0095,Berrada,Soukaina,soukaina.berrada24@yahoo.fr,1963-09-01,female,TANGER,0570430305,2023-07-17,bouche_a_oreille
C0034,Cherkaoui,Zineb,zineb.cherkaoui42@yahoo.fr,2004-12-11,1,Fès,0756464170,2022-02-15,direct
C0645,Lahlou,Tariq,tariq.lahlou18@yahoo.fr,1998-07-12,h,meknes,0524407931,2022-10-11,instagram
C0260,Berrada,Ghita,ghita.berrada82@gmail.com,1982-06-27,h,meknes,0541379772,2023-02-28,google
C0205,Cherkaoui,Hajar,hajar.cherkaoui67@outlook.com,1963-06-19,m,TNG,0722999119,2023-04-18,instagram
C0799,Naciri,Mohammed,mohammed.naciri45@outlook.com,1972-06-03,female,MEKNES,0521514940,2020-04-27,direct
C0621,Fassi,Sara,sara.fassi6@hotmail.com,2005-07-24,male,AGADIR,0617164455,2022-12-16,email_marketing
C0366,Tazi,Ilias,ilias.tazi84@gmail.com,1961-02-21,m,fes,0503202041,2022-09-28,email_marketing
C0078,Alaoui,Soukaina,soukaina.alaoui41@outlook.com,2006-08-31,male,marrakech,0764160529,2020-06-08,email_marketing
C0085,Benjelloun,Ilias,ilias.benjelloun51@yahoo.fr,1966-05-11,Homme,Agadir,0514865281,2023-09-18,direct
C0995,Filali,Mohammed,mohammed.filali66@hotmail.com,1993-09-22,f,Tnja,0778956133,2021-05-02,email_marketing
C0083,Cherkaoui,Mohammed,mohammed.cherkaoui83@yahoo.fr,1987-03-16,f,tanger,0677889255,2022-10-30,bouche_a_oreille
C0526,Tahiri,Imane,imane.tahiri45@yahoo.fr,2001-06-03,f,Casablanca,0536402701,2023-03-18,instagram
C0440,Cherkaoui,Mehdi,mehdi.cherkaoui77@outlook.com,2027-04-18,male,TANGER,0759266108,2023-02-27,bouche_a_oreille
C0568,Mrabet,Youssef,youssef.mrabet25@yahoo.fr,2005-06-27,f,Oujda,0711895473,2023-09-02,tiktok
C0561,Alaoui,Hassan,hassan.alaoui5@yahoo.fr,1982-09-26,1,agadir,0674167872,2021-11-09,bouche_a_oreille
C0543,Filali,Othmane,othmane.filali36@outlook.com,1978-06-02,f,rabat,0611117830,2022-02-21,tiktok
C0888,Tahiri,Fatima,fatima.tahiri56@outlook.com,1970-03-08,female,RABAT,0622150014,2022-09-02,instagram
C0332,Mansouri,Ahmed,ahmed.mansouri4@yahoo.fr,1982-07-12,Femme,CASA,0757702727,2023-06-15,tiktok
C0006,Cherkaoui,Houda,houda.cherkaoui96@hotmail.com,1992-02-15,1,oujda,0569653287,2021-05-20,instagram
C0480,Alaoui,Sanaa,sanaa.alaoui16@,2027-04-18,Femme,fes,0780304687,2021-07-15,bouche_a_oreille
C0105,Kettani,Ghita,ghita.kettani33@yahoo.fr,1974-12-07,Femme,AGADIR,0542498182,2020-06-10,tiktok
C0098,Cherkaoui,Sara,sara.cherkaoui45@outlook.com,1997-05-07,male,tanger,0559640165,2022-06-28,tiktok
C0833,Mansouri,Hamza,hamza.mansouri98@gmail.com,2001-04-13,h,casa,0625129311,2020-09-20,instagram
C0788,Benhima,Houda,houda.benhima92@outlook.com,2003-04-18,Femme,casa,0573964178,2020-07-26,tiktok
C0425,Tahiri,Meryem,meryem.tahiri21hotmail.com,1962-09-30,Femme,Marrakech,0656985700,2020-07-24,direct
C0935,Benhima,Mohammed,mohammed.benhima92@hotmail.com,1972-07-28,Homme,MARRAKECH,0541604615,2020-06-12,bouche_a_oreille
C0282,Mrabet,Houda,houda.mrabet44@yahoo.fr,2004-03-14,male,RABAT,0744964759,2020-11-27,tiktok
C0267,Mansouri,Laila,laila.mansouri91@gmail.com,1968-05-11,h,Casablanca,0701279611,2023-11-02,bouche_a_oreille
C0535,Naciri,Ilias,ilias.naciri29@gmail.com,2002-05-05,female,AGADIR,0766863341,2021-11-12,bouche_a_oreille
C0454,Benali,Laila,laila.benali65@yahoo.fr,1977-11-07,0,TANGER,0756532863,2021-08-10,google
C0360,Alaoui,Nadia,nadia.alaoui9@,2027-04-18,Homme,CASA,0562712863,2022-06-21,tiktok
C0491,Lahlou,Youssef,youssef.lahlou3@yahoo.fr,1996-12-12,m,Fes,0515347355,2020-07-26,direct
C0992,Benali,Sara,sara.benali37@outlook.com,1979-09-16,female,Casablanca,0672662925,2023-05-11,instagram
C0817,Alaoui,Ilias,ilias.alaoui65@gmail.com,1984-02-10,male,casa,0635707139,2021-08-20,tiktok
C0119,Sefrioui,Amine,amine.sefrioui68@yahoo.fr,1993-04-01,0,AGADIR,0601657120,2023-10-03,tiktok
C0635,Benhima,Aicha,aicha.benhima19@outlook.com,1961-06-11,h,MEKNES,0625703965,2020-02-12,google
C0251,Kettani,Zineb,zineb.kettani25@hotmail.com,1989-06-14,f,fes,0759492995,2020-05-22,bouche_a_oreille
C0406,Fassi,Ahmed,ahmed.fassi14@yahoo.fr,1982-05-09,male,TANGER,0735396136,2023-04-24,direct
C0718,Cherkaoui,Loubna,loubna.cherkaoui85@yahoo.fr,2006-02-23,Homme,fes,0679559690,2022-11-24,bouche_a_oreille
C0705,Benhima,Ghita,ghita.benhima26@gmail.com,1973-06-07,h,marrakech,0613424912,2023-09-12,tiktok
C0010,Berrada,Hajar,hajar.berrada28@yahoo.fr,1974-06-25,Homme,Oujda,0765787133,2022-05-16,instagram
C0860,Lahlou,Loubna,loubna.lahlou36@outlook.com,1960-10-26,male,AGADIR,0640142473,2020-06-04,instagram
C0197,Naciri,Nadia,nadia.naciri84@yahoo.fr,2001-08-22,male,Casablanca,0710405411,2023-03-29,bouche_a_oreille
C0653,Tazi,Mohammed,mohammed.tazi4@yahoo.fr,1984-06-22,female,RABAT,0676298334,2023-07-16,email_marketing
C0082,Alaoui,Fatima,fatima.alaoui12@outlook.com,1990-03-19,Femme,Fès,0580793597,2023-08-13,tiktok
C0448,Alaoui,Loubna,loubna.alaoui41@gmail.com,2006-09-19,h,Casablanca,0567179576,2023-03-26,instagram
C0534,Lahlou,Omar,omar.lahlou14@outlook.com,1965-05-10,1,Oujda,0625643471,2020-07-02,direct
C0669,Benhima,Nadia,nadia.benhima16@hotmail.com,1966-06-26,Homme,marrakech,0554277070,2020-01-26,email_marketing
C0240,Mrabet,Loubna,loubna.mrabet91@,2027-04-18,female,Kenitra,0589334721,2023-12-14,google
C0412,Sefrioui,Nadia,nadia.sefrioui13@outlook.com,1967-11-10,m,rabat,0765033349,2022-02-18,instagram
C0212,Benali,Amine,amine.benali92@hotmail.com,1991-06-20,0,FES,0757437489,2021-09-17,email_marketing
C0774,Benali,Hamza,hamza.benali95@yahoo.fr,2006-08-26,Femme,FES,0686982210,2020-03-11,bouche_a_oreille
C0546,Lahlou,Amine,amine.lahlou97@gmail.com,2002-07-11,1,TANGER,0684582603,2021-06-09,bouche_a_oreille
C0520,Squalli,Hassan,hassan.squalli62@gmail.com,2027-04-18,female,rabat,0762776896,2021-07-10,google
C0228,Mrabet,Zineb,zineb.mrabet88@yahoo.fr,1985-06-19,male,fes,0716701450,2020-02-29,direct
C0923,Cherkaoui,Hajar,hajar.cherkaoui53@gmail.com,1989-11-08,m,fes,0779935937,2020-02-06,bouche_a_oreille
C0405,Squalli,Khadija,khadija.squalli38@outlook.com,1993-07-17,female,CASA,0675207167,2022-04-14,tiktok
C0890,Naciri,Ghita,ghita.naciri71@hotmail.com,1993-02-08,Femme,Kenitra,0626389021,2020-02-17,tiktok
C0178,Berrada,Rachid,rachid.berrada93@gmail.com,2001-07-05,Homme,casa,0580003075,2023-10-12,email_marketing
C1007,Benjelloun,Ilias,ilias.benjelloun26@outlook.com,1979-06-17,male,CASA,0646249127,2022-11-17,instagram
C0466,Mansouri,Zineb,zineb.mansouri53@outlook.com,1968-05-27,f,casa,0758074120,2023-07-01,tiktok
C0431,Mansouri,Zineb,zineb.mansouri50@outlook.com,1965-01-15,male,oujda,0541180053,2023-12-31,email_marketing
C0533,Filali,Tariq,tariq.filali19@gmail.com,1970-01-23,Homme,Tnja,0714872717,2023-12-29,direct
C0696,Benhima,Hassan,hassan.benhima84@outlook.com,1996-03-05,female,Fes,0761368474,2021-06-25,direct
C0479,Sefrioui,Ahmed,ahmed.sefrioui34@yahoo.fr,1961-04-01,1,meknes,0543089487,2020-09-17,instagram
C0689,Filali,Meryem,meryem.filali13@yahoo.fr,1973-08-28,Femme,TNG,0767536127,2021-08-28,bouche_a_oreille
C0008,Squalli,Aicha,aicha.squalli93@hotmail.com,1997-09-05,male,Marrakech,0681489325,2020-01-07,google
C0156,Berrada,Othmane,othmane.berrada21@hotmail.com,1975-02-01,0,MARRAKECH,0773622660,2023-02-04,direct
C0358,Kettani,Nadia,nadia.kettani4@gmail.com,1992-01-19,Homme,tanger,0539111926,2020-03-10,direct
C0585,Lahlou,Loubna,loubna.lahlou90@yahoo.fr,2005-02-12,0,Fes,0506501917,2020-08-28,tiktok
C0224,Mrabet,Loubna,loubna.mrabet46@outlook.com,1991-08-03,0,Rabat,0608737530,2021-02-17,instagram
C0330,Fassi,Ghita,ghita.fassi64@,1974-06-12,female,meknes,0534301071,2022-10-16,direct
C0634,Squalli,Ahmed,ahmed.squalli70@hotmail.com,1979-08-22,Femme,agadir,0745705458,2021-12-19,direct
C0823,Tahiri,Hajar,hajar.tahiri51@yahoo.fr,1966-11-27,Femme,fes,0687496033,2021-03-13,bouche_a_oreille
C0869,Chraibi,Saad,saad.chraibi38@gmail.com,2007-04-15,0,CASA,0611471656,2020-03-04,instagram
C0612,Berrada,Ghita,ghita.berrada27@outlook.com,2003-08-14,f,TNG,0706171366,2022-01-10,bouche_a_oreille
C1042,Bouzidi,Mehdi,mehdi.bouzidi94@outlook.com,1974-12-16,Femme,TANGER,0792845115,2020-06-18,direct
C0747,Benjelloun,Omar,omar.benjelloun92@yahoo.fr,1962-12-06,Femme,marrakech,0547742229,2021-09-20,bouche_a_oreille
C1006,Chraibi,Imane,imane.chraibi89@yahoo.fr,2005-09-15,1,TANGER,0688665268,2020-02-19,google
C0810,Benali,Saad,saad.benali46@,1988-10-12,m,Meknes,0568828503,2021-01-20,instagram
C0495,Kettani,Omar,omar.kettani28@hotmail.com,1979-12-31,0,FES,0792548121,2022-03-21,bouche_a_oreille
C0573,Benjelloun,Othmane,othmane.benjelloun71@hotmail.com,1988-03-16,Femme,oujda,0669450053,2023-12-15,direct
C0629,Mansouri,Hajar,hajar.mansouri13@gmail.com,1979-12-12,m,AGADIR,0763436294,2022-01-27,tiktok
C0763,Kettani,Meryem,meryem.kettani87@hotmail.com,1984-11-09,female,Casablanca,0502166670,2021-02-11,tiktok
C0959,Benali,Mohammed,mohammed.benali93@gmail.com,1965-05-15,m,TANGER,0729113717,2020-02-19,tiktok
C0164,Benhima,Hajar,hajar.benhima38@hotmail.com,1997-11-11,h,marrakech,0781260422,2023-12-12,google
C0229,Mansouri,Othmane,othmane.mansouri80@gmail.com,1974-05-14,h,FES,0537562890,2023-12-05,instagram
C0524,Bouzidi,Omar,omar.bouzidi87@gmail.com,1984-06-09,m,Oujda,0524972439,2023-12-18,tiktok
C0787,Bouzidi,Ilias,ilias.bouzidi12@hotmail.com,1993-08-02,Homme,casa,0576601444,2020-07-30,direct
C0213,Hajji,Mohammed,mohammed.hajji78@hotmail.com,1972-06-04,Femme,Rabat,0517154544,2023-05-01,direct
C0826,Fassi,Tariq,tariq.fassi80@hotmail.com,1989-03-25,0,marrakech,0775244182,2022-01-13,google
C0080,Benjelloun,Ilias,ilias.benjelloun31@gmail.com,2027-04-18,Femme,Tnja,0732921277,2020-10-29,tiktok
C0149,Bouzidi,Tariq,tariq.bouzidi39@gmail.com,1979-03-07,0,Fes,0796575692,2020-10-04,bouche_a_oreille
C0303,Naciri,Karim,karim.naciri51@gmail.com,1984-09-09,Homme,oujda,0649082404,2022-07-05,google
C0449,Lahlou,Hassan,hassan.lahlou65@yahoo.fr,1985-09-16,female,marrakech,0559724665,2021-04-20,email_marketing
C0502,Lahlou,Houda,houda.lahlou25@outlook.com,2003-07-25,male,TNG,0797412182,2022-03-02,instagram
C0549,Benhima,Aicha,aicha.benhima27@gmail.com,1964-02-20,male,AGADIR,0543598926,2023-01-02,google
C0842,Lahlou,Loubna,loubna.lahlou56@yahoo.fr,1969-08-20,female,fes,0505115794,2022-06-05,google
C0044,Alaoui,Amine,amine.alaoui11@yahoo.fr,1998-07-11,1,TNG,0569993867,2021-09-14,email_marketing
C0494,Hajji,Laila,laila.hajji23@hotmail.com,1976-08-08,Femme,Oujda,0787774969,2022-08-08,direct
C0134,Kettani,Karim,karim.kettani11@outlook.com,1994-11-08,Homme,MEKNES,0718304699,2023-08-17,instagram
C0595,Tazi,Nadia,nadia.tazi34@outlook.com,1996-04-27,f,Casablanca,0721970546,2022-08-01,email_marketing
C0312,Fassi,Khadija,khadija.fassi68@gmail.com,1983-07-05,m,Casablanca,0604394070,2023-09-20,instagram
C0508,Chraibi,Hamza,hamza.chraibi22@hotmail.com,1987-10-01,h,CASA,0507017656,2022-07-12,google
C0656,Hajji,Youssef,youssef.hajji30@gmail.com,2002-02-23,Homme,Agadir,0550344651,2022-10-18,google
C0517,Filali,Youssef,youssef.filali93@outlook.com,1967-04-14,0,oujda,0724508640,2021-05-02,google
C0850,Chraibi,Fatima,fatima.chraibi48yahoo.fr,1890-01-01,m,RABAT,0568065625,2022-09-04,tiktok
C0812,Filali,Ghita,ghita.filali32@hotmail.com,1999-02-12,m,meknes,0794346066,2023-05-11,email_marketing
C0001,Benhima,Mohammed,mohammed.benhima87@gmail.com,1994-02-14,0,marrakech,0700133890,2020-07-28,tiktok
C0783,Filali,Sara,sara.filali42@yahoo.fr,1981-08-29,h,oujda,0701484399,2022-08-16,instagram
C0383,Cherkaoui,Omar,omar.cherkaoui37@gmail.com,2002-10-06,f,TNG,0641272380,2021-01-01,bouche_a_oreille
C0317,Naciri,Aicha,aicha.naciri41@yahoo.fr,1962-03-05,h,oujda,0656647423,2021-01-12,instagram
C0762,Lahlou,Khadija,khadija.lahlou42@hotmail.com,2002-09-12,h,MARRAKECH,0540215573,2021-05-17,google
C0592,Hajji,Ghita,ghita.hajji76@outlook.com,1976-02-14,f,fes,0504227113,2020-02-18,google
C0409,Squalli,Loubna,loubna.squalli70@hotmail.com,1976-08-15,female,kenitra,0580061675,2021-06-19,email_marketing
C0942,Alaoui,Houda,houda.alaoui21@gmail.com,2007-09-14,Homme,kenitra,0678436142,2022-08-07,bouche_a_oreille
C1005,Sefrioui,Nadia,nadia.sefrioui13@outlook.com,1967-11-10,m,rabat,0765033349,2022-02-18,instagram
C0751,Naciri,Hassan,hassan.naciri8@outlook.com,1960-08-02,h,marrakech,0533423372,2020-06-11,instagram
C0173,Kettani,Hamza,hamza.kettani64@gmail.com,1984-03-02,female,Marrakech,0655269658,2021-05-08,direct
C0126,Naciri,Nabil,nabil.naciri20@yahoo.fr,1995-07-07,h,RABAT,0571397187,2023-01-04,instagram
C0697,Benali,Karim,karim.benali98@gmail.com,1961-10-15,female,Fès,0690637579,2022-02-02,instagram
C0500,Tazi,Nadia,nadia.tazi54yahoo.fr,1890-01-01,Femme,Fès,0780529240,2023-11-30,email_marketing
C0597,Berrada,Houda,houda.berrada60@gmail.com,2003-12-31,male,rabat,0778711216,2022-03-06,email_marketing
C0972,Tazi,Amine,amine.tazi52@hotmail.com,1977-01-10,0,casa,0660119875,2020-10-02,email_marketing
C0091,Fassi,Laila,laila.fassi90@yahoo.fr,2005-11-28,1,Kenitra,0577901043,2022-08-25,google
C1011,Filali,Ghita,ghita.filali32@hotmail.com,1999-02-12,m,meknes,0794346066,2023-05-11,email_marketing
C0182,Kettani,Saad,saad.kettani92@hotmail.com,1977-03-31,male,TANGER,0638657191,2020-10-18,tiktok
C0364,Filali,Hassan,hassan.filali63@gmail.com,1967-05-16,f,meknes,0573203093,2022-01-05,email_marketing
C0275,Bouzidi,Nabil,nabil.bouzidi74hotmail.com,1968-11-22,Femme,fes,0684639208,2022-10-05,email_marketing
C0753,Tazi,Laila,laila.tazi11@outlook.com,1978-03-02,0,CASA,0689397490,2022-06-24,tiktok
C0963,Tahiri,Omar,omar.tahiri42@hotmail.com,1990-08-09,1,agadir,0654296080,2021-04-11,direct
C0070,Hajji,Meryem,meryem.hajji84@yahoo.fr,2001-04-30,male,FES,0736576615,2020-08-22,email_marketing
C0292,Cherkaoui,Omar,omar.cherkaoui61@outlook.com,1974-05-26,f,agadir,0752088147,2021-03-02,direct
C0132,Hajji,Othmane,othmane.hajji8@yahoo.fr,1981-11-27,0,AGADIR,0568705685,2021-07-17,direct
C0301,Lahlou,Loubna,loubna.lahlou81@yahoo.fr,1965-12-27,h,MARRAKECH,0586195761,2023-03-13,google
C0713,Lahlou,Ahmed,ahmed.lahlou23@outlook.com,1998-12-10,h,tanger,0793862044,2020-06-20,tiktok
C0327,Fassi,Fatima,fatima.fassi39@hotmail.com,1965-07-12,m,TANGER,0616224999,2023-05-20,tiktok
C0145,Benjelloun,Loubna,loubna.benjelloun88@outlook.com,1983-09-20,h,TANGER,0543114262,2021-01-15,direct
C1001,Mansouri,Aicha,aicha.mansouri20@yahoo.fr,1962-09-06,1,Tanger,0685766656,2021-02-04,email_marketing
C0964,Tahiri,Fatima,fatima.tahiri79@outlook.com,1992-09-28,0,Agadir,0709822104,2023-05-18,instagram
C0887,Chraibi,Hassan,hassan.chraibi9@yahoo.fr,1972-10-12,male,kenitra,0777894896,2020-01-07,google
C0136,Squalli,Laila,laila.squalli46@hotmail.com,1978-07-31,male,Casablanca,0787717535,2023-08-21,bouche_a_oreille
C0997,Alaoui,Sara,sara.alaoui33@gmail.com,1980-01-16,0,Fes,0781277822,2023-10-28,instagram
C0723,Naciri,Youssef,youssef.naciri45@gmail.com,2007-08-22,Femme,fes,0563767316,2020-11-22,google
C0165,Mansouri,Tariq,tariq.mansouri19@hotmail.com,1964-10-14,0,AGADIR,0767116845,2022-09-29,email_marketing
C0029,Berrada,Loubna,loubna.berrada32@gmail.com,1979-04-05,h,Fès,0678895798,2023-02-15,email_marketing
C0680,Mansouri,Aicha,aicha.mansouri14@gmail.com,2027-04-18,Femme,TANGER,0557676472,2023-06-16,direct
C0194,Bouzidi,Laila,laila.bouzidi89@hotmail.com,1996-04-28,Femme,casa,0592644220,2023-02-24,direct
C0903,Sefrioui,Mehdi,mehdi.sefrioui32@yahoo.fr,1966-11-30,1,Tanger,0674767753,2022-03-22,email_marketing
C0814,Mansouri,Saad,saad.mansouri92@outlook.com,1960-12-24,1,Rabat,0544941163,2023-10-26,instagram
C0434,Benhima,Khadija,khadija.benhima41@outlook.com,1987-09-17,h,Kenitra,0687032032,2020-12-03,instagram
C0988,Lahlou,Ilias,ilias.lahlou13@yahoo.fr,1972-08-28,m,Kenitra,0685951434,2022-05-22,email_marketing
C0170,Mansouri,Ahmed,ahmed.mansouri97@yahoo.fr,1989-02-16,Femme,AGADIR,0521890927,2022-02-22,bouche_a_oreille
C0542,Chraibi,Mohammed,mohammed.chraibi56@yahoo.fr,1966-11-11,h,AGADIR,0563013674,2023-04-30,direct
C0141,Filali,Sara,sara.filali73@yahoo.fr,1984-10-03,f,Oujda,0641016668,2022-07-29,email_marketing
C0174,Bouzidi,Hamza,hamza.bouzidi2@hotmail.com,2006-06-27,f,CASA,0606848666,2020-05-18,instagram
C0007,Chraibi,Nabil,nabil.chraibi55@gmail.com,1968-02-11,1,Fes,0797848018,2023-10-25,bouche_a_oreille
C0821,Benali,Rachid,rachid.benali59@outlook.com,1989-02-13,male,Oujda,0536253666,2020-03-28,email_marketing
C0536,Tazi,Ahmed,ahmed.tazi96@gmail.com,1960-07-05,Femme,marrakech,0725690409,2021-01-20,tiktok
C0962,Alaoui,Amine,amine.alaoui49@hotmail.com,1965-12-21,m,AGADIR,0715848266,2021-05-18,tiktok
